user_id,title_chapter,total_read
7,"1. Introduction to Database System",1
7,"3. Database Design using ER Model",1
7,"4. Database Design using EER Model",4
7,"5. Relational Data Model",3
7,"6. Logical Design: Data Model Mapping",7
8,"1. Introduction to Database System",1
10,"1. Introduction to Database System",5
10,"4. Database Design using EER Model",1
10,"5. Relational Data Model",1
10,"6. Logical Design: Data Model Mapping",4
11,"1. Introduction to Database System",1
11,"3. Database Design using ER Model",1
11,"4. Database Design using EER Model",3
11,"6. Logical Design: Data Model Mapping",2
164,"6. Logical Design: Data Model Mapping",9
178,"1. Introduction to Database System",3
178,"2. Database System Concepts and Architecture",2
178,"4. Database Design using EER Model",1
178,"5. Relational Data Model",2
178,"6. Logical Design: Data Model Mapping",11
179,"5. Relational Data Model",1
179,"6. Logical Design: Data Model Mapping",1
180,"6. Logical Design: Data Model Mapping",10
181,"1. Introduction to Database System",2
181,"6. Logical Design: Data Model Mapping",9
183,"1. Introduction to Database System",4
183,"2. Database System Concepts and Architecture",1
183,"5. Relational Data Model",1
183,"6. Logical Design: Data Model Mapping",8
201,"1. Introduction to Database System",2
201,"2. Database System Concepts and Architecture",1
201,"4. Database Design using EER Model",1
201,"6. Logical Design: Data Model Mapping",2
205,"1. Introduction to Database System",6
205,"2. Database System Concepts and Architecture",2
205,"6. Logical Design: Data Model Mapping",10
223,"1. Introduction to Database System",4
223,"2. Database System Concepts and Architecture",2
223,"4. Database Design using EER Model",1
223,"6. Logical Design: Data Model Mapping",8
230,"1. Introduction to Database System",3
230,"6. Logical Design: Data Model Mapping",1
236,"6. Logical Design: Data Model Mapping",6
268,"1. Introduction to Database System",3
268,"2. Database System Concepts and Architecture",6
268,"3. Database Design using ER Model",4
268,"4. Database Design using EER Model",5
268,"6. Logical Design: Data Model Mapping",8
269,"1. Introduction to Database System",1
269,"3. Database Design using ER Model",4
269,"4. Database Design using EER Model",6
269,"5. Relational Data Model",7
269,"6. Logical Design: Data Model Mapping",11
271,"6. Logical Design: Data Model Mapping",3
281,"1. Introduction to Database System",5
281,"2. Database System Concepts and Architecture",5
281,"3. Database Design using ER Model",1
281,"5. Relational Data Model",7
281,"6. Logical Design: Data Model Mapping",11
337,"1. Introduction to Database System",2
337,"2. Database System Concepts and Architecture",6
337,"3. Database Design using ER Model",4
337,"4. Database Design using EER Model",6
342,"6. Logical Design: Data Model Mapping",2
343,"1. Introduction to Database System",5
343,"4. Database Design using EER Model",1
343,"6. Logical Design: Data Model Mapping",7
344,"1. Introduction to Database System",1
344,"2. Database System Concepts and Architecture",2
344,"3. Database Design using ER Model",1
344,"6. Logical Design: Data Model Mapping",2
345,"1. Introduction to Database System",6
345,"2. Database System Concepts and Architecture",6
345,"3. Database Design using ER Model",4
345,"4. Database Design using EER Model",6
345,"5. Relational Data Model",7
345,"6. Logical Design: Data Model Mapping",11
346,"1. Introduction to Database System",1
346,"6. Logical Design: Data Model Mapping",6
347,"1. Introduction to Database System",6
347,"2. Database System Concepts and Architecture",6
347,"3. Database Design using ER Model",4
347,"4. Database Design using EER Model",6
347,"5. Relational Data Model",1
347,"6. Logical Design: Data Model Mapping",4
348,"1. Introduction to Database System",1
349,"2. Database System Concepts and Architecture",1
349,"6. Logical Design: Data Model Mapping",1
350,"1. Introduction to Database System",6
350,"2. Database System Concepts and Architecture",4
350,"3. Database Design using ER Model",3
350,"4. Database Design using EER Model",4
350,"6. Logical Design: Data Model Mapping",8
351,"3. Database Design using ER Model",1
351,"6. Logical Design: Data Model Mapping",6
352,"6. Logical Design: Data Model Mapping",1
354,"1. Introduction to Database System",6
354,"3. Database Design using ER Model",4
354,"6. Logical Design: Data Model Mapping",2
355,"6. Logical Design: Data Model Mapping",1
357,"1. Introduction to Database System",2
357,"2. Database System Concepts and Architecture",6
357,"4. Database Design using EER Model",1
357,"6. Logical Design: Data Model Mapping",9
358,"1. Introduction to Database System",6
358,"3. Database Design using ER Model",4
358,"4. Database Design using EER Model",2
359,"1. Introduction to Database System",6
359,"2. Database System Concepts and Architecture",2
359,"3. Database Design using ER Model",4
359,"4. Database Design using EER Model",6
359,"5. Relational Data Model",7
359,"6. Logical Design: Data Model Mapping",8
360,"1. Introduction to Database System",3
360,"2. Database System Concepts and Architecture",6
360,"3. Database Design using ER Model",4
360,"4. Database Design using EER Model",6
360,"5. Relational Data Model",5
360,"6. Logical Design: Data Model Mapping",11
361,"3. Database Design using ER Model",2
361,"4. Database Design using EER Model",4
361,"5. Relational Data Model",3
361,"6. Logical Design: Data Model Mapping",4
362,"1. Introduction to Database System",1
362,"3. Database Design using ER Model",4
362,"4. Database Design using EER Model",6
362,"5. Relational Data Model",1
362,"6. Logical Design: Data Model Mapping",7
363,"1. Introduction to Database System",1
363,"2. Database System Concepts and Architecture",1
363,"3. Database Design using ER Model",1
363,"4. Database Design using EER Model",1
363,"6. Logical Design: Data Model Mapping",7
364,"1. Introduction to Database System",1
364,"6. Logical Design: Data Model Mapping",9
365,"1. Introduction to Database System",2
365,"2. Database System Concepts and Architecture",6
365,"3. Database Design using ER Model",4
365,"4. Database Design using EER Model",6
365,"5. Relational Data Model",6
365,"6. Logical Design: Data Model Mapping",5
366,"1. Introduction to Database System",1
366,"5. Relational Data Model",1
366,"6. Logical Design: Data Model Mapping",9
367,"1. Introduction to Database System",1
367,"2. Database System Concepts and Architecture",3
369,"1. Introduction to Database System",6
369,"2. Database System Concepts and Architecture",6
369,"3. Database Design using ER Model",4
369,"5. Relational Data Model",7
369,"6. Logical Design: Data Model Mapping",10
373,"1. Introduction to Database System",6
373,"2. Database System Concepts and Architecture",6
373,"3. Database Design using ER Model",4
373,"4. Database Design using EER Model",5
373,"5. Relational Data Model",6
373,"6. Logical Design: Data Model Mapping",11
375,"1. Introduction to Database System",2
375,"2. Database System Concepts and Architecture",4
375,"3. Database Design using ER Model",3
375,"4. Database Design using EER Model",3
376,"6. Logical Design: Data Model Mapping",3
377,"6. Logical Design: Data Model Mapping",2
378,"1. Introduction to Database System",2
378,"6. Logical Design: Data Model Mapping",1
379,"1. Introduction to Database System",2
379,"2. Database System Concepts and Architecture",1
379,"5. Relational Data Model",1
379,"6. Logical Design: Data Model Mapping",1
380,"3. Database Design using ER Model",1
380,"6. Logical Design: Data Model Mapping",1
381,"5. Relational Data Model",1
381,"6. Logical Design: Data Model Mapping",2
382,"1. Introduction to Database System",5
383,"1. Introduction to Database System",3
383,"2. Database System Concepts and Architecture",3
383,"3. Database Design using ER Model",3
383,"6. Logical Design: Data Model Mapping",9
384,"1. Introduction to Database System",1
384,"2. Database System Concepts and Architecture",5
384,"3. Database Design using ER Model",4
384,"4. Database Design using EER Model",2
384,"6. Logical Design: Data Model Mapping",2
385,"1. Introduction to Database System",3
385,"4. Database Design using EER Model",1
385,"6. Logical Design: Data Model Mapping",5
386,"1. Introduction to Database System",5
386,"2. Database System Concepts and Architecture",4
386,"3. Database Design using ER Model",3
386,"4. Database Design using EER Model",2
386,"6. Logical Design: Data Model Mapping",9
387,"6. Logical Design: Data Model Mapping",1
388,"2. Database System Concepts and Architecture",6
388,"3. Database Design using ER Model",1
388,"4. Database Design using EER Model",1
388,"6. Logical Design: Data Model Mapping",1
389,"1. Introduction to Database System",6
389,"2. Database System Concepts and Architecture",6
389,"3. Database Design using ER Model",1
389,"5. Relational Data Model",7
389,"6. Logical Design: Data Model Mapping",8
390,"3. Database Design using ER Model",1
390,"5. Relational Data Model",1
390,"6. Logical Design: Data Model Mapping",6
391,"6. Logical Design: Data Model Mapping",6
392,"3. Database Design using ER Model",1
392,"6. Logical Design: Data Model Mapping",5
393,"1. Introduction to Database System",5
393,"2. Database System Concepts and Architecture",6
393,"3. Database Design using ER Model",4
393,"4. Database Design using EER Model",6
393,"5. Relational Data Model",7
393,"6. Logical Design: Data Model Mapping",10
394,"1. Introduction to Database System",3
394,"3. Database Design using ER Model",2
394,"4. Database Design using EER Model",2
394,"6. Logical Design: Data Model Mapping",7
395,"1. Introduction to Database System",6
395,"2. Database System Concepts and Architecture",6
395,"3. Database Design using ER Model",4
395,"4. Database Design using EER Model",6
395,"5. Relational Data Model",3
395,"6. Logical Design: Data Model Mapping",11
397,"1. Introduction to Database System",2
397,"3. Database Design using ER Model",1
397,"5. Relational Data Model",1
397,"6. Logical Design: Data Model Mapping",4
398,"1. Introduction to Database System",1
398,"6. Logical Design: Data Model Mapping",1
399,"1. Introduction to Database System",6
399,"2. Database System Concepts and Architecture",5
399,"3. Database Design using ER Model",4
399,"4. Database Design using EER Model",2
399,"5. Relational Data Model",2
399,"6. Logical Design: Data Model Mapping",5
401,"6. Logical Design: Data Model Mapping",6
403,"1. Introduction to Database System",6
403,"2. Database System Concepts and Architecture",1
403,"3. Database Design using ER Model",4
403,"4. Database Design using EER Model",6
403,"5. Relational Data Model",7
403,"6. Logical Design: Data Model Mapping",11
406,"1. Introduction to Database System",6
406,"2. Database System Concepts and Architecture",6
406,"3. Database Design using ER Model",4
406,"4. Database Design using EER Model",6
406,"5. Relational Data Model",7
406,"6. Logical Design: Data Model Mapping",11
407,"1. Introduction to Database System",6
407,"2. Database System Concepts and Architecture",6
407,"3. Database Design using ER Model",4
407,"4. Database Design using EER Model",3
407,"6. Logical Design: Data Model Mapping",10
408,"1. Introduction to Database System",6
408,"2. Database System Concepts and Architecture",6
408,"3. Database Design using ER Model",4
408,"4. Database Design using EER Model",6
408,"5. Relational Data Model",7
408,"6. Logical Design: Data Model Mapping",4
409,"1. Introduction to Database System",6
409,"2. Database System Concepts and Architecture",6
409,"3. Database Design using ER Model",4
409,"4. Database Design using EER Model",6
409,"5. Relational Data Model",7
409,"6. Logical Design: Data Model Mapping",11
415,"6. Logical Design: Data Model Mapping",5
416,"1. Introduction to Database System",6
416,"2. Database System Concepts and Architecture",6
416,"3. Database Design using ER Model",4
416,"4. Database Design using EER Model",6
416,"5. Relational Data Model",7
416,"6. Logical Design: Data Model Mapping",11
417,"1. Introduction to Database System",6
417,"2. Database System Concepts and Architecture",6
417,"3. Database Design using ER Model",4
417,"4. Database Design using EER Model",6
417,"5. Relational Data Model",7
417,"6. Logical Design: Data Model Mapping",11
418,"6. Logical Design: Data Model Mapping",1
419,"1. Introduction to Database System",6
419,"2. Database System Concepts and Architecture",1
420,"1. Introduction to Database System",2
420,"3. Database Design using ER Model",3
420,"5. Relational Data Model",1
420,"6. Logical Design: Data Model Mapping",9
421,"1. Introduction to Database System",6
421,"2. Database System Concepts and Architecture",6
421,"3. Database Design using ER Model",4
421,"4. Database Design using EER Model",5
421,"6. Logical Design: Data Model Mapping",10
422,"4. Database Design using EER Model",1
422,"6. Logical Design: Data Model Mapping",10
423,"4. Database Design using EER Model",1
423,"6. Logical Design: Data Model Mapping",10
424,"1. Introduction to Database System",6
424,"2. Database System Concepts and Architecture",4
424,"3. Database Design using ER Model",4
424,"4. Database Design using EER Model",4
424,"6. Logical Design: Data Model Mapping",8
426,"1. Introduction to Database System",1
426,"4. Database Design using EER Model",1
427,"1. Introduction to Database System",4
427,"3. Database Design using ER Model",2
427,"6. Logical Design: Data Model Mapping",6
428,"3. Database Design using ER Model",2
428,"4. Database Design using EER Model",4
428,"6. Logical Design: Data Model Mapping",8
429,"1. Introduction to Database System",6
429,"3. Database Design using ER Model",4
429,"4. Database Design using EER Model",5
429,"5. Relational Data Model",3
429,"6. Logical Design: Data Model Mapping",11
430,"6. Logical Design: Data Model Mapping",3
432,"1. Introduction to Database System",6
432,"2. Database System Concepts and Architecture",6
432,"3. Database Design using ER Model",4
432,"4. Database Design using EER Model",6
432,"5. Relational Data Model",7
432,"6. Logical Design: Data Model Mapping",5
433,"3. Database Design using ER Model",1
433,"5. Relational Data Model",1
433,"6. Logical Design: Data Model Mapping",2
434,"1. Introduction to Database System",6
434,"2. Database System Concepts and Architecture",6
434,"3. Database Design using ER Model",4
434,"4. Database Design using EER Model",6
434,"5. Relational Data Model",7
434,"6. Logical Design: Data Model Mapping",11
435,"1. Introduction to Database System",6
435,"2. Database System Concepts and Architecture",6
435,"3. Database Design using ER Model",4
435,"4. Database Design using EER Model",6
435,"5. Relational Data Model",7
435,"6. Logical Design: Data Model Mapping",11
436,"1. Introduction to Database System",6
436,"3. Database Design using ER Model",1
436,"6. Logical Design: Data Model Mapping",9
437,"1. Introduction to Database System",5
437,"2. Database System Concepts and Architecture",6
437,"3. Database Design using ER Model",4
437,"4. Database Design using EER Model",6
437,"5. Relational Data Model",7
437,"6. Logical Design: Data Model Mapping",3
438,"1. Introduction to Database System",1
438,"3. Database Design using ER Model",1
438,"4. Database Design using EER Model",1
438,"6. Logical Design: Data Model Mapping",6
439,"1. Introduction to Database System",6
439,"2. Database System Concepts and Architecture",6
439,"3. Database Design using ER Model",4
439,"4. Database Design using EER Model",6
439,"5. Relational Data Model",7
439,"6. Logical Design: Data Model Mapping",11
440,"3. Database Design using ER Model",1
440,"4. Database Design using EER Model",1
440,"6. Logical Design: Data Model Mapping",5
442,"1. Introduction to Database System",3
442,"2. Database System Concepts and Architecture",5
442,"3. Database Design using ER Model",4
442,"4. Database Design using EER Model",3
442,"5. Relational Data Model",3
442,"6. Logical Design: Data Model Mapping",5
443,"1. Introduction to Database System",3
443,"2. Database System Concepts and Architecture",2
444,"2. Database System Concepts and Architecture",4
444,"3. Database Design using ER Model",2
444,"4. Database Design using EER Model",3
444,"5. Relational Data Model",5
444,"6. Logical Design: Data Model Mapping",10
445,"4. Database Design using EER Model",3
445,"6. Logical Design: Data Model Mapping",1
446,"1. Introduction to Database System",1
446,"6. Logical Design: Data Model Mapping",2
447,"1. Introduction to Database System",6
447,"2. Database System Concepts and Architecture",6
447,"3. Database Design using ER Model",4
447,"4. Database Design using EER Model",6
447,"5. Relational Data Model",7
447,"6. Logical Design: Data Model Mapping",11
448,"3. Database Design using ER Model",1
448,"6. Logical Design: Data Model Mapping",9
449,"1. Introduction to Database System",6
449,"2. Database System Concepts and Architecture",4
449,"3. Database Design using ER Model",4
449,"4. Database Design using EER Model",6
449,"6. Logical Design: Data Model Mapping",4
450,"1. Introduction to Database System",2
450,"6. Logical Design: Data Model Mapping",2
451,"1. Introduction to Database System",1
451,"4. Database Design using EER Model",1
452,"1. Introduction to Database System",1
452,"6. Logical Design: Data Model Mapping",5
453,"6. Logical Design: Data Model Mapping",5
454,"1. Introduction to Database System",6
454,"2. Database System Concepts and Architecture",5
454,"3. Database Design using ER Model",3
454,"4. Database Design using EER Model",1
454,"6. Logical Design: Data Model Mapping",1
455,"1. Introduction to Database System",6
455,"3. Database Design using ER Model",2
455,"6. Logical Design: Data Model Mapping",5
456,"1. Introduction to Database System",6
456,"2. Database System Concepts and Architecture",6
456,"4. Database Design using EER Model",3
456,"6. Logical Design: Data Model Mapping",4
457,"1. Introduction to Database System",6
457,"2. Database System Concepts and Architecture",6
457,"3. Database Design using ER Model",4
458,"1. Introduction to Database System",6
458,"2. Database System Concepts and Architecture",4
458,"3. Database Design using ER Model",4
458,"4. Database Design using EER Model",6
458,"5. Relational Data Model",7
458,"6. Logical Design: Data Model Mapping",5
459,"3. Database Design using ER Model",1
460,"1. Introduction to Database System",6
460,"2. Database System Concepts and Architecture",2
460,"3. Database Design using ER Model",1
460,"4. Database Design using EER Model",1
460,"5. Relational Data Model",2
460,"6. Logical Design: Data Model Mapping",5
461,"1. Introduction to Database System",2
461,"6. Logical Design: Data Model Mapping",11
462,"1. Introduction to Database System",6
462,"6. Logical Design: Data Model Mapping",5
463,"1. Introduction to Database System",6
463,"2. Database System Concepts and Architecture",6
463,"3. Database Design using ER Model",4
463,"4. Database Design using EER Model",6
463,"5. Relational Data Model",3
463,"6. Logical Design: Data Model Mapping",3
464,"1. Introduction to Database System",6
464,"2. Database System Concepts and Architecture",3
464,"6. Logical Design: Data Model Mapping",8
465,"3. Database Design using ER Model",4
465,"6. Logical Design: Data Model Mapping",9
466,"1. Introduction to Database System",6
466,"2. Database System Concepts and Architecture",6
466,"3. Database Design using ER Model",4
466,"4. Database Design using EER Model",6
466,"5. Relational Data Model",7
466,"6. Logical Design: Data Model Mapping",11
467,"3. Database Design using ER Model",1
467,"4. Database Design using EER Model",1
467,"6. Logical Design: Data Model Mapping",10
468,"1. Introduction to Database System",6
468,"2. Database System Concepts and Architecture",2
468,"3. Database Design using ER Model",4
468,"4. Database Design using EER Model",5
469,"1. Introduction to Database System",6
469,"2. Database System Concepts and Architecture",6
469,"3. Database Design using ER Model",4
469,"4. Database Design using EER Model",6
469,"5. Relational Data Model",7
469,"6. Logical Design: Data Model Mapping",11
470,"1. Introduction to Database System",6
470,"2. Database System Concepts and Architecture",6
470,"3. Database Design using ER Model",4
470,"4. Database Design using EER Model",2
470,"5. Relational Data Model",1
470,"6. Logical Design: Data Model Mapping",2
471,"2. Database System Concepts and Architecture",6
471,"3. Database Design using ER Model",4
471,"4. Database Design using EER Model",1
471,"6. Logical Design: Data Model Mapping",7
473,"1. Introduction to Database System",1
473,"2. Database System Concepts and Architecture",1
473,"3. Database Design using ER Model",1
474,"1. Introduction to Database System",1
474,"6. Logical Design: Data Model Mapping",1
475,"1. Introduction to Database System",4
475,"2. Database System Concepts and Architecture",4
475,"3. Database Design using ER Model",4
475,"4. Database Design using EER Model",4
475,"6. Logical Design: Data Model Mapping",11
476,"1. Introduction to Database System",2
476,"2. Database System Concepts and Architecture",3
477,"1. Introduction to Database System",1
477,"4. Database Design using EER Model",1
477,"5. Relational Data Model",1
477,"6. Logical Design: Data Model Mapping",11
478,"1. Introduction to Database System",6
478,"2. Database System Concepts and Architecture",2
478,"3. Database Design using ER Model",3
478,"4. Database Design using EER Model",5
478,"5. Relational Data Model",4
478,"6. Logical Design: Data Model Mapping",9
479,"1. Introduction to Database System",1
479,"5. Relational Data Model",6
479,"6. Logical Design: Data Model Mapping",11
480,"1. Introduction to Database System",6
480,"2. Database System Concepts and Architecture",4
480,"3. Database Design using ER Model",2
480,"4. Database Design using EER Model",4
480,"5. Relational Data Model",7
480,"6. Logical Design: Data Model Mapping",6
481,"1. Introduction to Database System",6
481,"2. Database System Concepts and Architecture",6
481,"3. Database Design using ER Model",4
481,"4. Database Design using EER Model",6
481,"5. Relational Data Model",7
481,"6. Logical Design: Data Model Mapping",11
482,"1. Introduction to Database System",6
482,"2. Database System Concepts and Architecture",5
482,"3. Database Design using ER Model",4
482,"4. Database Design using EER Model",6
482,"5. Relational Data Model",6
482,"6. Logical Design: Data Model Mapping",9
484,"6. Logical Design: Data Model Mapping",11
485,"1. Introduction to Database System",2
485,"5. Relational Data Model",1
485,"6. Logical Design: Data Model Mapping",6
486,"1. Introduction to Database System",4
486,"3. Database Design using ER Model",4
486,"4. Database Design using EER Model",6
486,"5. Relational Data Model",7
486,"6. Logical Design: Data Model Mapping",8
487,"1. Introduction to Database System",1
488,"1. Introduction to Database System",5
488,"2. Database System Concepts and Architecture",5
488,"3. Database Design using ER Model",4
488,"6. Logical Design: Data Model Mapping",11
489,"6. Logical Design: Data Model Mapping",9
491,"1. Introduction to Database System",3
491,"2. Database System Concepts and Architecture",6
491,"3. Database Design using ER Model",2
491,"6. Logical Design: Data Model Mapping",2
492,"1. Introduction to Database System",2
492,"2. Database System Concepts and Architecture",4
492,"3. Database Design using ER Model",4
492,"4. Database Design using EER Model",6
492,"5. Relational Data Model",7
492,"6. Logical Design: Data Model Mapping",8
494,"1. Introduction to Database System",1
494,"4. Database Design using EER Model",1
494,"6. Logical Design: Data Model Mapping",8
495,"3. Database Design using ER Model",4
495,"6. Logical Design: Data Model Mapping",11
496,"4. Database Design using EER Model",1
496,"5. Relational Data Model",1
496,"6. Logical Design: Data Model Mapping",6
497,"2. Database System Concepts and Architecture",3
497,"3. Database Design using ER Model",4
497,"4. Database Design using EER Model",6
497,"5. Relational Data Model",1
497,"6. Logical Design: Data Model Mapping",2
498,"6. Logical Design: Data Model Mapping",1
499,"1. Introduction to Database System",1
499,"3. Database Design using ER Model",3
499,"5. Relational Data Model",1
499,"6. Logical Design: Data Model Mapping",5
500,"1. Introduction to Database System",3
500,"6. Logical Design: Data Model Mapping",4
501,"3. Database Design using ER Model",2
501,"4. Database Design using EER Model",3
501,"5. Relational Data Model",5
501,"6. Logical Design: Data Model Mapping",10
502,"6. Logical Design: Data Model Mapping",11
503,"1. Introduction to Database System",2
503,"2. Database System Concepts and Architecture",1
503,"3. Database Design using ER Model",1
503,"5. Relational Data Model",1
503,"6. Logical Design: Data Model Mapping",11
504,"1. Introduction to Database System",6
504,"2. Database System Concepts and Architecture",6
504,"3. Database Design using ER Model",4
505,"1. Introduction to Database System",6
505,"2. Database System Concepts and Architecture",6
505,"3. Database Design using ER Model",4
505,"4. Database Design using EER Model",6
505,"5. Relational Data Model",7
505,"6. Logical Design: Data Model Mapping",11
506,"4. Database Design using EER Model",3
506,"6. Logical Design: Data Model Mapping",3
507,"1. Introduction to Database System",1
507,"6. Logical Design: Data Model Mapping",9
508,"1. Introduction to Database System",1
508,"5. Relational Data Model",1
508,"6. Logical Design: Data Model Mapping",5
509,"1. Introduction to Database System",1
509,"2. Database System Concepts and Architecture",2
509,"4. Database Design using EER Model",2
509,"5. Relational Data Model",2
509,"6. Logical Design: Data Model Mapping",6
510,"1. Introduction to Database System",1
510,"4. Database Design using EER Model",4
510,"6. Logical Design: Data Model Mapping",2
511,"3. Database Design using ER Model",1
511,"6. Logical Design: Data Model Mapping",9
512,"1. Introduction to Database System",6
512,"2. Database System Concepts and Architecture",6
512,"3. Database Design using ER Model",4
512,"4. Database Design using EER Model",1
512,"5. Relational Data Model",1
512,"6. Logical Design: Data Model Mapping",8
513,"1. Introduction to Database System",2
513,"4. Database Design using EER Model",4
513,"6. Logical Design: Data Model Mapping",1
514,"1. Introduction to Database System",2
514,"6. Logical Design: Data Model Mapping",2
515,"1. Introduction to Database System",6
515,"2. Database System Concepts and Architecture",6
515,"3. Database Design using ER Model",4
515,"4. Database Design using EER Model",6
515,"5. Relational Data Model",4
515,"6. Logical Design: Data Model Mapping",8
516,"1. Introduction to Database System",6
516,"2. Database System Concepts and Architecture",2
516,"3. Database Design using ER Model",4
516,"4. Database Design using EER Model",3
516,"6. Logical Design: Data Model Mapping",2
517,"3. Database Design using ER Model",2
517,"4. Database Design using EER Model",4
517,"5. Relational Data Model",6
517,"6. Logical Design: Data Model Mapping",9
518,"4. Database Design using EER Model",1
518,"6. Logical Design: Data Model Mapping",4
519,"1. Introduction to Database System",4
519,"2. Database System Concepts and Architecture",1
519,"3. Database Design using ER Model",2
519,"5. Relational Data Model",1
519,"6. Logical Design: Data Model Mapping",1
520,"1. Introduction to Database System",4
520,"3. Database Design using ER Model",1
520,"4. Database Design using EER Model",5
520,"6. Logical Design: Data Model Mapping",9
522,"1. Introduction to Database System",6
522,"2. Database System Concepts and Architecture",6
522,"3. Database Design using ER Model",4
522,"4. Database Design using EER Model",6
522,"5. Relational Data Model",7
522,"6. Logical Design: Data Model Mapping",11
523,"1. Introduction to Database System",6
523,"2. Database System Concepts and Architecture",6
523,"3. Database Design using ER Model",4
523,"4. Database Design using EER Model",6
523,"5. Relational Data Model",7
523,"6. Logical Design: Data Model Mapping",11
524,"3. Database Design using ER Model",1
524,"4. Database Design using EER Model",1
524,"6. Logical Design: Data Model Mapping",2
525,"6. Logical Design: Data Model Mapping",6
526,"1. Introduction to Database System",4
526,"3. Database Design using ER Model",2
527,"1. Introduction to Database System",3
527,"2. Database System Concepts and Architecture",2
527,"3. Database Design using ER Model",3
527,"4. Database Design using EER Model",4
527,"5. Relational Data Model",4
527,"6. Logical Design: Data Model Mapping",11
528,"1. Introduction to Database System",1
528,"4. Database Design using EER Model",1
528,"5. Relational Data Model",1
528,"6. Logical Design: Data Model Mapping",11
531,"1. Introduction to Database System",6
531,"2. Database System Concepts and Architecture",6
531,"3. Database Design using ER Model",4
531,"4. Database Design using EER Model",6
531,"5. Relational Data Model",7
531,"6. Logical Design: Data Model Mapping",10
532,"4. Database Design using EER Model",6
532,"5. Relational Data Model",6
532,"6. Logical Design: Data Model Mapping",6
533,"1. Introduction to Database System",3
533,"6. Logical Design: Data Model Mapping",6
534,"1. Introduction to Database System",6
534,"2. Database System Concepts and Architecture",4
534,"3. Database Design using ER Model",4
534,"4. Database Design using EER Model",6
534,"5. Relational Data Model",7
534,"6. Logical Design: Data Model Mapping",11
535,"1. Introduction to Database System",6
535,"2. Database System Concepts and Architecture",4
535,"3. Database Design using ER Model",1
535,"5. Relational Data Model",1
535,"6. Logical Design: Data Model Mapping",5
536,"1. Introduction to Database System",1
536,"2. Database System Concepts and Architecture",6
536,"3. Database Design using ER Model",4
536,"4. Database Design using EER Model",1
536,"5. Relational Data Model",1
536,"6. Logical Design: Data Model Mapping",11
537,"1. Introduction to Database System",6
537,"2. Database System Concepts and Architecture",6
537,"3. Database Design using ER Model",4
537,"4. Database Design using EER Model",6
538,"1. Introduction to Database System",4
538,"2. Database System Concepts and Architecture",1
538,"3. Database Design using ER Model",1
538,"4. Database Design using EER Model",6
538,"5. Relational Data Model",1
538,"6. Logical Design: Data Model Mapping",11
539,"1. Introduction to Database System",6
539,"3. Database Design using ER Model",4
539,"4. Database Design using EER Model",5
540,"1. Introduction to Database System",2
540,"3. Database Design using ER Model",1
540,"6. Logical Design: Data Model Mapping",6
541,"1. Introduction to Database System",2
541,"5. Relational Data Model",1
541,"6. Logical Design: Data Model Mapping",6
542,"6. Logical Design: Data Model Mapping",11
543,"1. Introduction to Database System",1
543,"2. Database System Concepts and Architecture",3
543,"3. Database Design using ER Model",2
543,"4. Database Design using EER Model",1
543,"6. Logical Design: Data Model Mapping",10
544,"1. Introduction to Database System",2
544,"3. Database Design using ER Model",2
544,"4. Database Design using EER Model",5
544,"5. Relational Data Model",1
544,"6. Logical Design: Data Model Mapping",10
545,"1. Introduction to Database System",6
545,"2. Database System Concepts and Architecture",6
545,"3. Database Design using ER Model",4
545,"4. Database Design using EER Model",3
545,"5. Relational Data Model",7
545,"6. Logical Design: Data Model Mapping",7
546,"1. Introduction to Database System",6
546,"2. Database System Concepts and Architecture",6
546,"3. Database Design using ER Model",4
546,"4. Database Design using EER Model",6
546,"5. Relational Data Model",7
546,"6. Logical Design: Data Model Mapping",7
547,"1. Introduction to Database System",3
547,"3. Database Design using ER Model",2
547,"4. Database Design using EER Model",6
547,"5. Relational Data Model",6
547,"6. Logical Design: Data Model Mapping",2
548,"3. Database Design using ER Model",1
548,"5. Relational Data Model",1
548,"6. Logical Design: Data Model Mapping",11
